doc_id,participant_type,participant_id,early_late,work_mode,cohort_year,organization_name,text_ner
stu_18_wk10,student,18,late,remote,2025,Engineers Without Borders,"I reviewed and organized volunteer application data within Salesforce to ensure record accuracy and completeness. I assisted in drafting communications to prospective volunteers outlining onboarding steps and next actions. I also supported updates to volunteer role descriptions and resource materials for active projects, while researching potential improvements to streamline volunteer matching and onboarding workflows. A key skill I strengthened was navigating Salesforce for efficient data management, including filtering, deduplicating, segmenting, and standardizing volunteer records. A significant challenge involved reconciling inconsistencies in free-text employer entries, particularly within “Other Current Employer” fields. To address this, I created a standardized reference list for employer names and validated ambiguous cases with my supervisor before updating records. This approach improved data integrity and ensured consistency across the database. I plan to finalize employer field standardization, support the rollout of updated onboarding materials, and assist with communications and resource coordination for upcoming volunteer engagement initiatives."
stu_19_wk02,student,19,early,remote,2025,Project Hope,"I supported the integration of the Gaucher Mental Health and Psychosocial Support (MHPSS) Program in Egypt by developing a presentation outlining the program’s implementation steps for internal stakeholders. I also began a long-term research project examining grassroots organizations, nonprofits, and initiatives focused on youth mental health in the United States. This work involves collecting information on organizational missions, program impacts, and areas of focus within the mental health sector. In addition, I initiated a funding landscape analysis to identify potential funding sources and opportunities relevant to Project HOPE’s mental health initiatives. A key skill I developed was strengthening my critical analysis abilities, particularly when identifying information not explicitly listed on organizational websites or funding pages. A challenge I faced was becoming more proficient with Microsoft Excel and SharePoint for in-depth research and data organization. To address this, I utilized online tutorials and external resources to build my technical skills and improve my efficiency with these platforms. I plan to continue conducting detailed and precise research, meet my supervisor’s expectations, and further strengthen my proficiency with SharePoint and other internal systems."
stu_19_wk04,student,19,early,remote,2025,Project Hope,"I conducted research on two international mental health–related issues: substance use of “kush” in Sierra Leone and cyberbullying and school violence in Ghana. For each topic, I identified scholarly and policy-based sources outlining the scope of the problem and examined innovative interventions and programs designed to address these challenges. I also developed a capability statement for the Youth and Mental Health Resilience Program in the United States. This involved synthesizing language from previous organizational statements, integrating relevant data on youth mental health trends in the U.S., and articulating the program’s strategic importance. The goal was to produce a cohesive and compelling document that clearly communicated Project HOPE’s capacity and impact in youth mental health programming. A key skill I developed was learning how to draft a capability statement, a professional writing format that was new to me. The main challenge was determining how to structure the document effectively while maintaining high-quality, persuasive language. I addressed this by using previous statements as structural guides and adapting them to fit updated research and program priorities. I aim to begin drafting original written pieces focused on youth mental health and the implementation of Project HOPE’s programs. I am looking forward to transitioning from research synthesis to producing independent written analysis."
stu_19_wk06,student,19,late,remote,2025,Project Hope,"I revised and edited the 85-page Youth Mental Health and Resilience curriculum to improve grammatical accuracy, clarity, and overall comprehension. I also continued developing a capacity statement for the Youth Mental Health and Resilience Program in the United States by synthesizing information from reports and prior organizational statements. In addition, I began drafting a research article examining the program’s implementation, analyzing data from initiatives carried out in Nigeria, Costa Rica, and the U.S. Virgin Islands. A key skill I am strengthening is professional writing, particularly in drafting capacity statements and research-oriented documents intended for publication. A challenge I encountered was applying formulas to datasets in Excel while conducting program analysis. To address this, I relied on online tutorials and independent problem-solving to build my technical proficiency. My priorities include continuing data analysis and drafting the introduction and methods sections of the research article."
stu_19_wk08,student,19,late,remote,2025,Project Hope,"I continued analyzing data from the Youth Mental Health and Resilience programs implemented in Nigeria, the U.S. Virgin Islands, and Costa Rica. My work focused on applying descriptive statistics and basic statistical analysis in Excel to interpret program outcomes and identify patterns across implementation contexts. A key skill I strengthened was advanced Excel proficiency, including the use of formulas, descriptive statistics, and data analysis tools to generate meaningful findings. A challenge I encountered was troubleshooting unfamiliar Excel functions, which often required independent learning. To address this, I utilized online tutorials and external resources to teach myself new techniques, recognizing that building technical fluency requires consistent practice and problem-solving. My priority is to finalize the data analysis and use the statistical findings to begin drafting a research article evaluating the Youth Mental Health and Resilience programs."
stu_19_wk10,student,19,late,remote,2025,Project Hope,"I continued analyzing data from the Youth Mental Health and Resilience Program implemented in Nigeria, the U.S. Virgin Islands, and Costa Rica. I conducted statistical tests and applied Excel formulas to assess program impact and draw evidence-based conclusions regarding implementation outcomes across different contexts. A key skill I developed was increased proficiency in Excel-based statistical analysis and the ability to translate quantitative findings into meaningful qualitative insights. A significant challenge I encountered was identifying and removing invalid or inconsistent data within the spreadsheet. I addressed this by carefully reviewing entries, validating data points, and systematically cleaning the dataset to ensure accuracy prior to analysis. My priority moving forward is to complete the data analysis so that the findings can be incorporated into a research article evaluating the program’s implementation and impact."
sup_01,supervisor,1,late,NA,2025,CARE,"Student was one of the best students the organization had, a very solid and self-motivated intern, a valuable quality in a young employee or intern. She was able to dig into the work with the information provided. The plan was to have her 100% with my team, which is resource development focused, but I noticed that she was interested in gender and gender issues in humanitarian aid. So I set her up with a colleague who works in that field, splitting her time half and half between two teams. This way, she might be able to get what she had been looking for, as well as for us to get the expected deliverables. I think it worked out well. She was able to deliver great work on both teams. Some of the documents and processes we will definitely keep using. Additionally, she is a very pleasant person to work with, never late, and shows up at the office in DC. I work in Atlanta, so we never met in person, but she worked with colleagues in the office. I didn't supervise a lot of students. Maybe one before this time; this is my second. But I worked alongside a lot of them through my 10 years with the organization. I started as an intern myself, so I am definitely familiar with how this works. There were a couple of younger employees in the DC office that I think she could connect and network with. That’s what I was telling her, that she could go to the office one day per week for guidance, but after COVID and work-from-home arrangements, it became so hard for young people to network. Coming out of grad school, when you have this opportunity, that is golden. So I was suggesting working two to three days a week at the office, which I think is a good idea. I don’t really have any suggestions, because the student was so good. If it had been a different person, I might have. Especially at this moment, with foreign assistance and foreign aid funding cuts that we had for the past several months, having an intern who was paid by the university allowed us to have an intern student. We wouldn’t have had an intern on our team over the summer otherwise. So I really loved that opportunity. I think that is great. There are not a lot of schools that are doing that at that level with that many interns. I saw some of the photos of your whole team of interns on LinkedIn the other day. I thought it was great; it seems like a good cohort. Not a lot of other schools are doing that, and some of them still have a half-and-half model, with some interns paid by the organization, which in regular times is fine, but in the current time it makes it really difficult to keep that pipeline of good talent coming through. The main thing is, please keep it up. It’s a great program, and we definitely want to participate again next year. I think the student was very well prepared, so the preparations you are doing on your end seem to be working well. She is very professional, and professionally dressed as well. Coming from grad school or college into the workforce for the first time can be tricky in terms of navigating, especially at a pretty casual place. But she managed that very well. Overall, it was positive. Please keep up the program, because we really enjoyed it. The onboarding process was great. You guys provided interviews with two students initially, and I wish we had space for both of them. I interviewed them both with a couple of my colleagues. The student was great, and the other person that we interviewed was very high quality too. He was just a slightly different fit for the type of work we were looking for. I was thinking that if we could figure out something with one of our program teams, that would have been perfect for him. I still think about how to do this with more than one person, if this becomes an option for next year. People I have worked with are not sure if they want an intern until the intern is around. That is something we are dealing with. The introductory process was great. It was pretty easy. All the forms and everything. That part was not too bad. The student also seemed to have a pretty good understanding of what deliverables she needed to have for the project. I obviously read all the documentation to make sure I understood what she needed. Overall, it was not a bad process to start. Expectations for the students from my side are sort of two levels. The basic tasks: I work in resource development, kind of in between fundraisers and program teams, trying to generate materials to help raise money for various problems around the world, focused on humanitarian and emergency assistance. So there are some day-to-day basic things that we needed help with that we didn't have time for, such as updating databases and helping to edit reports. At the same time, I wanted to make sure that she was not only doing that sort of basic work, but also getting an idea of what working in development actually looks like. That’s why I made the connection with our other sub-team. She was able to work on an actual report while doing some of the data cleaning and work on the report that will actually be published. With us, she also worked on some process improvements and developed a better format for some of our reporting that was taking on a new format. So that was another piece of work that was not basic, but actually a higher-level piece of work. The basic part is that she meets extra help needs, while also trying to introduce the sector to someone who is new to it and start establishing that pipeline of new talent as well, because that's what we look to these programs for. Regarding the application process, from our perspective, both of the candidates were really high quality, so it made it a really difficult choice. I knew that no matter who I chose, it was going to turn out well. I think the preselection process that you just talked about seems like you're curating your potential interns very well, and that makes it a lot easier. The interview is more a verification of the skills needed or of the attitude or culture fit needed. From the small part that I saw of it, I think that seemed to work really well for us. I've been talking to the student about staying in touch and making sure to link in with everybody that she has come in contact with in the organization. I really hope that one day, after she graduates, she finds a role here. I think she would be a great fit. Thank you all for the work that you have done and for keeping the pipeline of young people into this field alive during a difficult time for the sector. I think it's really important work, so I appreciate what you all do. We hope to work together again in the future."
sup_02,supervisor,2,late,NA,2025,Jubilee Housing,"The student was great and awesome to work with. Coming into a business like the organization with no work experience can be intimidating. We are a full-service company that does everything in-house. If you don't have experience with the work that you are interning in prior to working in real estate development and affordable housing, that is something students deal with. She did great and wasn’t intimidated. She started asking questions right away. She wanted to know more. We had her work on several really complicated, difficult projects. I think she got to see firsthand, all the way through my interactions with the leadership committee, the boards, and the executives, how our business works. We have four of us in the department. It’s just me and two others, and the student was working with us. I think she had a great experience. We will do the program anytime in the future. I would say 10 out of 10. I know that there were a couple of other students from the program who were working at the organization other than the student. All I can say as a suggestion is for my department and company as a whole, I don’t know what experience they had. But I think we were a great fit, and everyone from your program was awesome to work with. I don’t have any suggestions. It seems like you were sending great students from your end. Our company seems to be a good fit for people who are looking to get hands-on experience with internships. Actually, I see a lot of day-to-day practical challenges that they might be facing when they are out in the work field. So, no real suggestions from me. I think it was fine. Regarding the onboarding, our team helped with that. We got her set up with the device and email. I know that on their first day, all the interns that were together did a full-day orientation. I wasn’t part of it, so I didn't see if there were any pros or cons there, or with the processes they went through. I would say I was a little overtilted that they were given the same level of orientation as an employee, considering how long they were staying. I think that there were certain things that they could simplify at least. I don’t know if that was on our end or the policy that was put in place. It seems that they were given too serious an introduction. It would have been better if they got to start working in their department sooner and see the work that way. I wasn't there, but I know they did a full day. I didn’t see any issues outside of that. Student matching and specific requirements. What I remember from the student’s resume is that she had done a few other internships before, so she was more ready to step into a work environment. Her professional conduct was great, and everybody loved working with her. I didn't see any turbulence for her as far as knowing how to do well and succeed in a workplace environment. So that was great. I don’t know if GW HIPP has a more appropriate student pool than business students. I think the student’s background was a major in business. I think that’s the right pool of students generally to choose from, at least for the real estate development side of things. For the other departments that we have, I’m sure there is a large mix of different students. I think the way that you guys went about the selection was good. The only real criteria that I’d look for is more well-seasoned students, like ones that have completed most of the program and maybe have some work experience. I think that they will be more ready to step in, because it's a higher level of work. Anything I could delegate to her was fairly complicated. You do want the students to feel comfortable in their own skin so they can unpack the stuff that they haven't seen before. These are skills that they have and can apply to new challenges. I didn’t have any other students as interns, not in my department. But the company did. So we had some from your program and also some from others. I think one was called the Washington Center that we had interns from. There might have been other resources, but this was one that I’m familiar with because they sent resumes to me. I didn’t end up selecting any of them. None of them were a better fit than the student. You guys asked pretty good questions. They made me think about things that I didn’t even consider going into the call, so I think that’s everything I have to say. Both my parents went to GW. I think it’s a great school. I support you guys and would love to continue to work with you going forward. This summer was a success, and I am sure in the future we will be in great shape as long as we keep doing things the way we were and have a lot of opportunities to show students how a company like the organization works. I think it’s a great experience. Students seem to enjoy it. So definitely keep in touch and let me know if I can do anything else to help you."
sup_03,supervisor,3,late,NA,2025,Engineers Without Borders,"The student was phenomenal, really phenomenal, in everything that she did over the summer. The experience from start to finish was really great. I know you guys were mostly dealing with Scott Gregory on our end to facilitate the partnership, but from the moment that he told us about the program, when he forwarded The student’s resume, to onboarding, it was really phenomenal. I think the communication was really good. Once she started with us, she was open to meeting a couple of times right before the internship started so that I could talk to her about what her first day would look like. I chatted with her a little bit prior to the internship just to make sure that I was designing it to meet her goals as well and see what her expertise was, and then she really hit the ground running. She worked on quite a few projects with us. I'm a marketing and development strategist, so she jumped right in with some marketing projects with us. She helped out with a lot of different short-form videos for our social media over the summertime, and she was really great. Sometimes we would just chat about an idea briefly or brainstorm, and then the next day, or sometimes later the same day, she would have the first draft or a storyboard or a deliverable ready, with very little instruction needed on our end. I was kind of sitting there being like, oh, let me type up some directions or instructions, and then she would already have a 90% finished project. It's just way above and beyond expectations. On top of some of the work that she did with our social media and content management, she also did an audit of some of our PR materials and provided some recommendations based on her previous experience working with the news outlet. Her biggest project overall was that she worked really closely hand in hand with one of our vendors. So we have a vendor that we're working with on our annual report digital experience, which was just launched, and that same vendor is working with us on an updated video organizational trailer. The student worked really closely with me, really closely with the vendor. I think she really leveled up the creativity of the video. That is with the vendor right now in a 90% completed stage. So we were able to get a lot more done a lot more quickly with her. I think the quality of it was just phenomenal, everything that she brought to the table. That’s my overall impression. I don't think we've been affected as much as some other international organizations. For international projects, we volunteers actually do a lot of the fundraising at a grassroots level for them. We do supply quite a bit of funding from the headquarters level for contingencies, insurance, overhead, project planning, and things like that, but we were actually not large USAID recipients or anything like that. Where we actually got hurt the most was on our domestic side. So for a lot of our domestic projects here in the US through our core program, they were being funded through federal programs like the USDA, Department of Transportation, and the EPA. So we were really hurt on that side of our programming, and just last month, we actually had to do some staff reductions. It was really sad. I think the other intern that we had from the HIPP program, Yoomin, I believe she was reporting to Katie, who was one of the people that got cut. I don't know if you've chatted with Scott about it. She was reporting to a couple of people in her department, so hopefully her internship wasn't too affected. But I think it is really important to still have students who are excited, who are really interested in learning about the issues. I think it's important for us to be transparent with them. I tried to be really transparent with the student about how we got to where we are and where those staff cuts came from, just to give her an understanding of that landscape. I think in terms of us running internships, it's been a long time since EWD has done paid internships, unfortunately. So we've just been doing small, unpaid summer cohorts every year. This was a great addition to have the HIPP program because I felt like I could really give the student substantial, meaningful work and not feel quite as bad about it on my end. You never want to give somebody too much work or anything too far outside of their scope. The outlook is a little weak in terms of our ability to hire interns after their internship right now. We're a pretty small organization, so we have a few people on our staff who have moved from internships into staff positions. It's definitely not the most common. I'm not one of those hiring managers, but in the near future, just with our budget constraints, it may be difficult. Yeah, definitely. Everybody on our team just really loved the student. We were all really sad on Friday when it was her last day. I've heard really great things from the other department about Yoomin as well. I just think the dedication of the interns that you guys sent our way this year was absolutely phenomenal. If in the future we ever have the budget to onboard some of them, that's something we would be interested in. But who knows how long it'll be before we have that kind of budget. I think that onboarding process definitely worked out for us. I would definitely ask Scott Gregory, since I know he was the one who was managing the partnership between EWB and GW. But I know on my end, it was really helpful because I just heard that this program might be happening, and then one day I got a really excellent resume in my inbox, and I was like, yes, let's onboard her as quickly as possible. That's great. We're really small. We have really limited staff capacity. So for me personally, it was nice to just have a resume already in my inbox as opposed to having to spend the time sorting through and then scheduling multiple interviews and really figuring out the perfect fit there. I don't know if any of the other departments have different opinions on it, but I personally was a big fan. No, not any suggestions that are really coming to mind. I feel like the student came in really well prepared for the internship. I heard a lot of great feedback from her throughout the internship that she really enjoyed having her GW cohort meetings on Friday, and then I know at EWB, we had our internal intern cohort meeting every Tuesday, so I know she got a lot of value out of that. I don't know if you guys do it the same for every single intern, with the same start and end date. But I know she was with us 40 hours a week from, I think, June 2 through August 8. It was really good to have a full-time capacity. I think just as great would maybe be somebody who's on 30 hours a week for a couple more weeks. But that might not fit with the way that you guys run things, or that might not be as ideal for the interns themselves. Because I think having somebody who's close to that full-time capacity but has a couple more weeks to really be here would be great. The student was great at jumping right in, but I think it can take people a few weeks to really start and figure out who the people they should be talking to outside of their immediate team are. It was really nice to have that full or nearly full-time capacity. So if there's any way to just stretch it out by another week or two, I think that would be great, but maybe that's just wishful thinking on my end. I didn't think having no engineering background was an issue whatsoever. I also don't have a background in engineering. My background is in international relations, and I kind of stumbled into marketing throughout my career. Honestly, I do think that it was an asset, at least for the marketing perspective, that she didn't have a big background in engineering. I think she's really smart and a really quick learner. So the things that she had to learn, she could. But what she really helped us with actually was humanizing everything to a more digestible level, which is really what we need for marketing, bringing it back down. What is the impact of a project? We don't need to be telling the public about a borehole that we're drilling. We just need to tell them we're providing water to a school where children need water so they can attend every day. I went to American University, so I have a lot of friends who went to GW. I know that GW has a phenomenal communications program, phenomenal media program, and phenomenal international development and international relations programs, and I think those are all really fantastic people to send our way. I thought that remote working mode was great. At the beginning of the student's internship, I asked her what hours she was most comfortable working. She volunteered to work on mountain time hours, so instead of 9:00 to 17:00 East Coast time, she was mostly working 11:00 to 19:00. Sometimes if I saw her send a Slack message before 09:00 my time, I would try to make sure that around 15:00 or 16:00 our time she would log off to maintain a good work-life balance. I thought that it was great. She was really willing to be on any kinds of meetings. She was great at working remotely. We definitely had a few scheduled one-on-ones each week, and then also she was in a lot of other meetings with us. She was always great at participating, participating on Slack. I thought that the time difference was really not too much of an issue, hopefully. It wasn't too disruptive for her life. In the future with other interns, I'd be more than happy to let them work their typical 9:00 to 17:00 East Coast hours. That's okay with me, but she volunteered to do 11:00 to 19:00 instead. Maybe 90% of our staff is based in Colorado at this point, but we have a ton of staff who are in different locations throughout the US. So we're used to having our core hours for communication in the middle of the day, and then everybody's pretty flexible, as long as the work is getting done. Thank you so much for working through this program. I saw your LinkedIn post the other day and recognized a bunch of the other organizations that some of your interns were placed at as well. So I think it's really great that you guys are doing this and just getting the students out there to experience these organizations. It was a phenomenal experience. Like I said a couple of times, I wish that we could keep the student forever. I think everything was really smooth. I don't know if you need a formal assessment or anything. Here on our end, we do an exit interview with an assessment. The student passed with flying colors, but I can send that over to you if that's useful. I don't know if that's a metric that you use or not."
sup_04,supervisor,4,late,NA,2025,Jubilee Housing,"My name is Hameed. I'm the director of research, impact, and evaluation here at Jubilee Housing. I was the one who actually interviewed and recruited the student for this internship a few months ago. My personal experience has been very positive. I believe that she was a really good intern. She learned a lot from us, and we learned from her skills as well. Rachel is the data analyst who was directly working with her hand in hand on some projects that she's going to tell us more about. Overall, I have a very positive impression about her skills and abilities and her willingness to learn and contribute to my team. So that's all I can say. If you have any specific questions that I can answer, I will be happy to do so. But otherwise, I will just hand it over to Rachel for her opinions and feedback that she has specifically. I'm the data analyst, and the project that we had the student spend most of her time on was that we have these two separate databases that aren't always perfectly aligned. And we don't really have the resources to get a platform or an app or someone to spend most of their time making sure they're automatically synced, so it ends up being a lot of manual work. So we had her set up essentially a quick, automated way to line up names, dates of birth, and other identifying information across both of these databases so that going forward, every single week, I can just run her code and then check who is unmatched across these databases and then sync them back up, which is something that I've been meaning to do since I got started at Jubilee Housing a year ago. The student's skill set was slightly different than my own. She had a lot more experience with actually using VS Code and setting up systems more together. I mostly know how to use code to do data analytics. So she was really helpful in teaching me how to use some of these other tools. She was also incredibly resourceful, able to figure out a lot of things that maybe she didn't know in advance by searching the web and asking questions and things like that. I'm hopeful that we were also helpful to her. In school and in other internships, she had worked on data that's somewhat curated, always a little bit. And this was really her first time working with data with all of the challenges that come with data that's not particularly curated. It has all of the mess that comes with daily life and old systems and all of these things, and she said it was really interesting and unique and quite fun and challenging to work with this kind of data, so it was great. Onboarding process, we did not have any issues or challenges around onboarding. I was directly involved in the interview process and onboarding her. But once that stage was finished, the onboarding process within the organization was mainly handled by Rachel, and I don't think there were any issues. But she can provide any additional details on that. Yeah, it went pretty smoothly onboarding her on our side. The only challenge that really arose is one that always is, which is that one of the databases that she needed to learn how to use is Apricot, and it's not very user-friendly most of the time. It's pretty complex, so I found a couple of resources for her. She mostly spent the first week, and I had also created a couple of resources for our internal team on the forms that I set up in Apricot myself that are custom, so she spent the first week just kind of going through them. And then we have a sandbox version of the databases, so I just let her mess around in that sandbox version and get comfortable with it and ask any questions. So the first week, she spent most of her time watching videos and otherwise on a call with me as we went through the system, which I'm sure was not particularly exciting. Of an eight-week internship, a full week to learn the system isn't so bad, but it also feels a little bad that she would spend so much time learning a system that she probably won't touch again for a long time. I thought she was a great match. Internally speaking, she had a lot of experience with the tools that she was using. So for our organization and our purposes, she was great. She was actually able to teach us a lot of stuff. I don't know internally entirely what you're hoping interns will get out of this kind of work. I'm hopeful that she was also able to take stuff with her. Because it is an internship and it's pretty short, but it's still hopefully a pretty great experience that would be good for interns. So if it's super competitive, I don't know, I suppose it would be great if individuals who haven't had previous internship experience and stuff like that also had the opportunity to try. But I know the more competitive things get, the less possible that is. I don't have any suggestions. I don't know if Hameed has any. Honestly, I can't think of anything specifically. But maybe my one suggestion would be to have this kind of conversation before you start, to introduce a new intern in the future. That would be helpful just to get an idea about what to expect and what the process is going to be. Because during the process we had some questions about the schedule, like how long, etc., so I think I would suggest this kind of conversation before we employ any future intern, if you all agree. I think the program is great. We got a lot out of it. Honestly, we are not very resource-intensive, right. We just need to spend time. So it was a boon for us, really."
sup_05,supervisor,5,late,NA,2025,A Wider Circle,"I'm Yovan Boyd. I serve as the director of the Ward 8 Hub. We're located in Ward 8 in Highlands public housing. We serve the immediate community, and we have people from all over come through our doors. I was looking at our data between January and July, and we served a little over 5,200 people. We have a staff of four here, so it's myself, a community outreach person, a manager of a program called Partnership Independence, and we have a front desk coordinator. We really survive on volunteers because our volume is really high. So it was great to have Jasmine as a part of the team because she is from east of the river. So when she came in from day one, she literally just jumped in. By the time she left, she was able to do every single thing in this office, even covering the front desk when we had guests, so she did navigations. We have a lot of folks that come in that need help. Their utilities may be off, so she would assist them with applying for LAHIV or other programs that are available. She has created flyers for us. She has helped plan special events. We have a lot of community events and activities, so she not only helped plan, but helped facilitate. For example, this community loves bingo, so we use that as an opportunity to educate. So when Juneteenth came, we had a Juneteenth bingo game. It was all educational, so Jasmine actually was one of the ones that facilitated that and did an amazing job. The community really embraced her. So I think, honestly, hands down, she has been the best intern that we've ever had, just because of her comfort level. She's very curious, she doesn't sit around, and she will come and ask, “Is there anything that you need me to do?” So, for example, we survive on donations. We have a lot of people that come in and need clothing, and you all may remember that plane accident when all of those young skaters passed away. One of their families donated all of their clothes to us. So it was probably 300 bags of things that we needed to sort and get ready to go out into the community, and Jasmine just handled everything. She does an incredible job because she's very detail-oriented and she will ask good questions. She's really good at coming up with ideas, especially on how to engage a younger community, which is great because we serve people as young as probably 17 or 18 all the way up until their 90s. Especially, we have a lot of unhoused young people, and I like the way she serves because there's no judgment. Folks that are unhoused, sometimes the lobby doesn't smell that great, sometimes people may have accidents on themselves. You never see on her face like, “Oh my God, I don't want to deal with folks like that.” I think that is very telling on how she'll be as she grows in public health. I know that that's her passion. My background is in public health. I worked in public health for 30 years before I moved into social services. I think with her demeanor that she will really do well. Some of the special projects that she worked on, she helped us plan a career fair for the community by putting all the pieces together, recruiting folks not only to come, but putting together the flyers and the swag bags for them, helping think through what the workshops would look like. She worked with another intern on the history of the hub because the Ward 8 Hub has been here for some while, but it's really grown into something pretty amazing over the last few years, especially with such a small team. When I came here in January of 2022, they just had one workshop. So now we have workshops every day of the week. We provide notary services, we have navigation services, we have career support, we have mental health, and we give away clothes, toiletries, and food. All of these services have morphed into not just serving this immediate Highlands Dwellings community, but people come from a distance to participate in our program as well as to receive services. The ED wanted to capture how it got from where it was to where it is now. Jasmine and one other intern worked on that document. I haven't seen the final product yet, but he just spoke about what an amazing job they did. They did interviews with a lot of key community leaders, and he raved about her. Last week, it was my birthday, so they had a surprise birthday party for me, but they also recognized Jasmine and gave her flowers and balloons and cards. They've never done that for any other interns, so I think that really speaks to the impact that she made and the way that she engaged with the community, because she's just really comfortable. Even when I interviewed her, I was like, “Well, I would love for you to come by the Hub, but I do know that this space is not for everyone, because you encounter some challenging behavior that can take place.” But she was like, “Oh no. That's where I want to be.” I was like, “Okay.” When she came, she did a great job. So last week, as one of our final things, we did some outreach to the unhoused. We went to the shelter at St. Elizabeths, and then we went to a park that a lot of unhoused folks are in. So we were able to provide food, clothing, and toiletries. Jasmine was just all in and never had a shy moment. When we had extra items to distribute, she and I walked the community to engage and hand the rest of the materials and things out. She's an amazing young woman, and I really look forward to seeing her blossom into her career. She even participated in a photo shoot. We have a professional stylist that volunteers with us for clothes. So if someone comes in and they need interview clothes, she'll work with them so that they're comfortable with their interview and how they present themselves. It's called “Style by Jen.” She was doing before and afters. Now she's really just capturing their look after she's worked with them. So she did an intern edition and did a styling with Jasmine. Jasmine was all on board. You don't see a lot of young folks that want to put on a suit, but she put that suit on. She did great pictures. The stylist just gave so many kudos to her, just about how not only she presents herself, but how caring she is towards the community and how open she was to just trying new things and stepping out of her comfort zone. Then I do have one staff person that really has terrible computer skills, and Jasmine worked with him so he can now create flyers in Canva. So she did a wide variety of things when she was here. It was like a countdown to her leaving, and I was like, we're about to lose Jasmine. She was so helpful to us. I honestly don't have any suggestions. We have interns from all over, and honestly yours was so seamless for us. I have nothing. You all did a great job, and I would tell you if I had something."
sup_06,supervisor,6,late,NA,2025,World Central Kitchen,"My name is Matty. I'm the senior supply chain manager for World Central Kitchen. We work out of our main warehouse in Capitol Heights, Maryland. We've got a very large warehouse where we support our teams as they go out to the field with material, ordering, procurement, and everything that's needed for the teams to be able to cook in the field when they deploy into a disaster zone. My experience with the interns was absolutely amazing. The opportunity came up, not out of the blue, but it is something that we had talked about for a couple of weeks, and then all of a sudden Ashley was like, “So Matty, we've got people that are going to support you, and I've got two that are available.” I was like, “Great, let's bring them out.” It was really opportune because my team was growing and my full-time positions were growing. And we had our two interns, that came out. I was really excited about the whole process and the whole event. I actually felt like I was a little bit unprepared going into it, just kind of juggling so much. But they were super flexible, and we were able to really intensely, right at the beginning, identify the things that they were going to work on and then set them on a path and figure out all of those engagement zones. So right at the beginning, they had assisted me in compiling and creating data for one of the things that I'm calling our country pages. Think of it like a one-pager that would allow us, if we've got a hurricane that's impacting Puerto Rico, that's off the map. These country pages will allow us to have one place that I could go and just really quickly get some information that I might need about who to reach out to or what some of the common conditions are that we find. I had them jump into that first. The student jumped into Sudan and just like, I am ready to go into Sudan now. She was able to really capture all the information that I needed and took direction super well. Cali jumped on Mexico at first and started compiling information. From our side, it was going out onto the internet and finding some specific information I needed, as well as scrubbing some of our old WCK information that we have collected from times in the past. The benefit that we got from it is I now have a super solid template to be able to use and replicate over each country. Also, the information packet for as we go into a disaster. Now I know what markers to grab from all of our chats to be able to pull into these country pages. It was a really great start. They had special projects in Guatemala. We were down there for the earthquakes, and I know that they had stepped in to help on the data side with the team down there, kind of data compilation, and worked with our community outreach team to help identify and grab information. Then the biggest project was that we had the feeding opportunity where they planned a project around deploying our food truck into DC's Ward 8 and creating 1,000 meals for the community, where we got everything in place. We showed up at Ward 8 at Bread for the City’s location, cooked 1,000 meals, and provided hot meals to the community that Bread for the City was providing services for. Along with that, we did 800 hot meals live, handed them out individually to community members, and then we provided 200 hot meals to DC Central Kitchen for their evening dinner service. So overall, I was so excited about the opportunity, and I hope that they did well and that they enjoyed their time at our kitchen. They were so good. If they needed direction, they reached out and asked, but it was nose forward and they took it on and ran with it. I was really proud and excited for them. I take fundraising project for granted at times when we talk about possibility. I live in kind of a really good seat where everything's possible, right? And I think that WCK, kind of our whole environment, gears people to learn not to think in those terms. Every time we had these initial meetings talking about the food truck project, I was like, “We've got this. This is what we do all the time.” Every challenge that popped up and kind of got them stuck, don't worry, this is how we'll do it. I need you to reach out to this person. I was really thankful that we were able to get the support from leadership as well as the GW staff to be able to push this project forward because it was a great learning engagement for everybody. Yeah, the suggestion that I would like is kind of an internal and external communications side of it. So internally, we didn't have our communications at the beginning set up right. So we had our HQ staff, the communications department, our safety and security department, development department, and fundraising side of it. Then we had our relief team bubble, which is the team that actually does the activation. I would actually implement something where we had our units within the relief team have capacity to have interns. So think of our community outreach team. They're the first boots on the ground. They're the ones that are engaging with the communities there that have been affected. They're building the initial relationships. They're the ones that are finding and locating community members that need food and that are at risk. We've got our distribution team that works on getting food from the kitchen to those community members. So, super logistics heavy, really working with local support to get food from one place to another. Then our culinary team, who cooks the meals and all of the processes around what it looks like for thousands of meals a day. Then supply chain, which was us. And so for this one, our interns kind of got stuck within that initial process of us learning as well. I didn't realize that 10 weeks was going to go by so fast. Maybe having more markers in between, like, “Hey guys, two weeks over, two weeks is over.” I would create a schedule with interns to be embedded in each one of our units for an amount of time and to be able to get a picture of what each unit looks like and how they operate and see how they can support those units both remotely as well as if we have this project form. Regarding the application process, we could have done better and found better candidates across the board. I think you guys did an amazing job sourcing and getting the right candidates, and I would be hard-pressed to figure out how to improve that."
